 - Plot 0; - Plot 0; - Plot 1; - Plot 1; - Plot 2; - Plot 2
1311;199,1;1311;200;1311;378,8
1312;201,7;1312;200;1312;365,3
1313;195,5;1313;200;1313;397
1314;198,4;1314;200;1314;382,5
1315;197,5;1315;200;1315;387,6
1316;196,3;1316;200;1316;393,5
1317;195,4;1317;200;1317;398,8
1318;201,5;1318;200;1318;368
1319;199,1;1319;200;1319;380,3
1320;203;1320;200;1320;360,3
1321;204,8;1321;200;1321;351
1322;202;1322;200;1322;364,7
1323;204,9;1323;200;1323;349,5
1324;197,4;1324;200;1324;387,7
1325;198;1325;200;1325;384,6
1326;196,9;1326;200;1326;390,6
1327;192,8;1327;200;1327;411,8
1328;194,7;1328;200;1328;402,5
1329;193,8;1329;200;1329;408
1330;203;1330;200;1330;361,3
1331;197,4;1331;200;1331;390
1332;196,9;1332;200;1332;392,5
1333;192,8;1333;200;1333;413,9
1334;187,7;1334;200;1334;440,3
1335;200,3;1335;200;1335;377,3
1336;195,6;1336;200;1336;401,5
1337;197,3;1337;200;1337;393,2
1338;202,9;1338;200;1338;364,8
1339;202,2;1339;200;1339;368,3
1340;202,6;1340;200;1340;365,8
1341;201,3;1341;200;1341;372,1
1342;202,6;1342;200;1342;365,5
1343;201,2;1343;200;1343;372,3
1344;202,4;1344;200;1344;366,4
1345;201,4;1345;200;1345;371,3
1346;203,3;1346;200;1346;361,1
1347;198;1347;200;1347;387,8
1348;200,2;1348;200;1348;377
1349;209;1349;200;1349;331,9
1350;202,6;1350;200;1350;363,8
1351;201;1351;200;1351;371,5
1352;199,2;1352;200;1352;380,9
1353;197,5;1353;200;1353;389,7
1354;200,9;1354;200;1354;372,6
1355;204;1355;200;1355;356,5
1356;199,2;1356;200;1356;380,7
1357;200,8;1357;200;1357;372,6
1358;201,1;1358;200;1358;371,1
1359;201,4;1359;200;1359;369,5
1360;198,4;1360;200;1360;384,4
1361;194,9;1361;200;1361;402,2
1362;199,2;1362;200;1362;381,1
1363;187,8;1363;200;1363;439,4
1364;201,4;1364;200;1364;371,2
1365;197,1;1365;200;1365;392,8
1366;202,5;1366;200;1366;365,7
1367;201,4;1367;200;1367;371
1368;200,1;1368;200;1368;377,5
1369;202,6;1369;200;1369;364,8
1370;202,4;1370;200;1370;365,6
1371;202,1;1371;200;1371;366,7
1372;204,9;1372;200;1372;352,1
1373;201,1;1373;200;1373;371,4
1374;198,7;1374;200;1374;383,3
1375;202,2;1375;200;1375;365,6
1376;206,2;1376;200;1376;344,8
1377;203,8;1377;200;1377;356,7
1378;200;1378;200;1378;375,3
1379;198;1379;200;1379;385,8
1380;199,8;1380;200;1380;377
1381;197,3;1381;200;1381;389,8
1382;203,9;1382;200;1382;356,1
1383;204,2;1383;200;1383;354,4
1384;193,3;1384;200;1384;409,3
1385;193,7;1385;200;1385;408
1386;202,8;1386;200;1386;362,2
1387;203;1387;200;1387;361,1
1388;201,5;1388;200;1388;368,4
1389;197,1;1389;200;1389;390,6
1390;201;1390;200;1390;371
1391;207,1;1391;200;1391;339,8
1392;200,7;1392;200;1392;371,8
1393;202,7;1393;200;1393;361,6
1394;196,3;1394;200;1394;393,6
1395;197,6;1395;200;1395;387,4
1396;200,8;1396;200;1396;371,7
1397;192,5;1397;200;1397;414
1398;195,8;1398;200;1398;397,7
1399;200,7;1399;200;1399;373,3
1400;198,1;1400;200;1400;386,3
1401;199,1;1401;200;1401;381,5
1402;195,8;1402;200;1402;398,5
1403;199;1403;200;1403;382,5
1404;204,8;1404;200;1404;352,9
1405;201,6;1405;200;1405;368,7
1406;196,6;1406;200;1406;394
1407;201,8;1407;200;1407;367,7
1408;197,8;1408;200;1408;388,1
1409;192,4;1409;200;1409;416,1
1410;200,2;1410;200;1410;376,8
1411;203,7;1411;200;1411;359,1
1412;200,4;1412;200;1412;375,3
1413;198,5;1413;200;1413;385
1414;197,9;1414;200;1414;388,2
1415;196,4;1415;200;1415;396
1416;201,6;1416;200;1416;370,2
1417;195,9;1417;200;1417;398,8
1418;207,1;1418;200;1418;342,2
1419;204,2;1419;200;1419;356,3
1420;203,3;1420;200;1420;360,5
1421;199,5;1421;200;1421;379,7
1422;202,9;1422;200;1422;362
1423;199,4;1423;200;1423;380
1424;194,7;1424;200;1424;404
1425;189,8;1425;200;1425;429,1
1426;199,6;1426;200;1426;380,5
1427;201,4;1427;200;1427;371
1428;203,3;1428;200;1428;361,6
1429;201,3;1429;200;1429;371,1
1430;192,6;1430;200;1430;415,4
1431;196,7;1431;200;1431;395,6
1432;203,3;1432;200;1432;362
1433;196,1;1433;200;1433;398,3
1434;200,5;1434;200;1434;376,3
1435;199,2;1435;200;1435;382,8
1436;198,1;1436;200;1436;388,5
1437;201,6;1437;200;1437;371
1438;203,3;1438;200;1438;362,1
1439;199,9;1439;200;1439;379,4
1440;200,5;1440;200;1440;376,2
1441;199;1441;200;1441;383,7
1442;206,3;1442;200;1442;346,4
1443;206,5;1443;200;1443;345,1
1444;200,6;1444;200;1444;374,4
1445;200,4;1445;200;1445;375,6
1446;201,7;1446;200;1446;368,7
1447;205,5;1447;200;1447;348,9
1448;200,7;1448;200;1448;373,3
1449;198,1;1449;200;1449;386
1450;196,7;1450;200;1450;393,4
1451;196;1451;200;1451;397,3
1452;193,1;1452;200;1452;412,7
1453;202,2;1453;200;1453;366,9
1454;205,6;1454;200;1454;349,3
1455;194,6;1455;200;1455;404,9
1456;198,7;1456;200;1456;384,7
1457;201,6;1457;200;1457;370,1
1458;192,8;1458;200;1458;414,6
1459;194,8;1459;200;1459;405,1
1460;207;1460;200;1460;343,4
1461;207,8;1461;200;1461;338,8
1462;206,9;1462;200;1462;342,3
1463;199,8;1463;200;1463;377,7
1464;204,5;1464;200;1464;353,9
1465;198,4;1465;200;1465;384,9
1466;196;1466;200;1466;397,2
1467;200,6;1467;200;1467;374
1468;203,5;1468;200;1468;358,9
1469;201,6;1469;200;1469;368,6
1470;199,2;1470;200;1470;380,8
1471;199,7;1471;200;1471;378
1472;197,1;1472;200;1472;391,2
1473;204,5;1473;200;1473;354
1474;199,4;1474;200;1474;379,5
1475;202,9;1475;200;1475;362
1476;198,3;1476;200;1476;385
1477;200,6;1477;200;1477;373,6
1478;198,7;1478;200;1478;383,2
1479;198,6;1479;200;1479;383,8
1480;202,5;1480;200;1480;363,8
